praatword,parsedword,lstm256Surprisal,k_10distance,k_10surprisal,k_10entropy,k_10Hdelta,k_20distance,k_20surprisal,k_20entropy,k_20Hdelta,k_40distance,k_40surprisal,k_40entropy,k_40Hdelta,k_60distance,k_60surprisal,k_60entropy,k_60Hdelta,k_80distance,k_80surprisal,k_80entropy,k_80Hdelta,k_100distance,k_100surprisal,k_100entropy,k_100Hdelta
things,things,6.18540430069,25,5.526352,1.73726,-0.022295,25,5.533968,2.306214,-0.035478,25,5.525836,2.986913,-0.013846,25,5.528728,3.364214,-0.018138,25,5.528077,3.608829,-0.012278,25,5.531598,3.791904,-0.024724
indeed,indeed,5.85563230515,24,8.998683,0.882488,-0.854772,24,8.903345,1.417072,-0.889142,24,8.849675,1.982737,-1.00418,25,8.809488,2.422139,-0.942075,25,8.780069,2.673586,-0.935243,25,8.76359,2.86463,-0.927274
were,were,7.43396711349,27,3.708701,0.842547,-0.039941,27,3.755095,1.293018,-0.124054,27,3.869396,1.818873,-0.163864,27,3.942535,2.142872,-0.279267,27,3.937369,2.385972,-0.287614,27,3.961561,2.557945,-0.306685
really,really,7.28966331482,26,6.441438,1.656091,0.813544,26,6.443015,2.101462,0.808444,26,6.420662,2.685123,0.86625,26,6.422588,2.99387,0.850998,26,6.411835,3.278278,0.892306,26,6.40851,3.456245,0.8983
impossible,impossible,7.74866247177,27,5.789865,1.259141,-0.39695,27,5.793831,1.687527,-0.413935,28,5.786772,2.299001,-0.386122,28,5.78932,2.597561,-0.396309,28,5.799175,2.854801,-0.423477,28,5.796215,3.045446,-0.410799
there,there,3.94352531433,9,4.368422,1.10131,-0.157831,9,4.359802,1.132933,-0.554594,9,4.355012,1.161063,-1.13794,9,4.353511,1.16911,-1.42845,9,4.352854,1.174083,-1.68072,9,4.352502,1.176912,-1.86853
seemed,seemed,5.28054666519,10,5.341254,1.035787,-0.065523,11,5.346004,1.062836,-0.070097,11,5.347254,1.091256,-0.069807,11,5.347687,1.100644,-0.068466,11,5.347689,1.106885,-0.067198,11,5.347563,1.111593,-0.065319
to,to,0.751800537109,10,0.500062,1.092286,0.056499,11,0.491601,1.120297,0.057461,11,0.490343,1.146438,0.055182,11,0.489793,1.155263,0.054619,11,0.489711,1.160589,0.053704,11,0.489722,1.164369,0.052776
be,be,1.15762233734,13,2.134516,1.003071,-0.089215,14,2.136845,1.0638,-0.056497,14,2.137089,1.101163,-0.045275,14,2.137548,1.111155,-0.044108,14,2.137694,1.116791,-0.043798,14,2.137729,1.121184,-0.043185
no,no,3.81939578056,12,4.314118,2.247389,1.24432,13,4.245744,2.32788,1.26408,13,4.228252,2.387393,1.28623,14,4.220588,2.407948,1.29679,14,4.216675,2.423708,1.30692,14,4.214377,2.433733,1.31255
use,use,2.49965667725,16,2.399639,1.264256,-0.983133,16,2.426761,1.476413,-0.851467,16,2.43273,1.574522,-0.812871,16,2.43501,1.620643,-0.787305,16,2.437936,1.633606,-0.790102,16,2.43907,1.646714,-0.787019
in,in,2.95732402802,15,2.943272,1.102897,-0.161359,15,2.943472,1.339342,-0.137071,15,2.940534,1.470709,-0.103813,15,2.939369,1.51894,-0.101703,15,2.937591,1.534941,-0.098665,15,2.936772,1.553998,-0.092716
waiting,waiting,7.64141798019,17,6.739164,1.378595,0.275698,17,6.737496,1.607621,0.268279,17,6.733709,1.728641,0.257932,17,6.731778,1.783305,0.264365,17,6.73025,1.813564,0.278623,17,6.729142,1.831717,0.277719
by,by,5.20137691498,18,3.633906,1.097856,-0.280739,18,3.638741,1.322824,-0.284797,18,3.638636,1.466572,-0.262069,19,3.640085,1.522286,-0.261019,19,3.6403,1.55892,-0.254644,19,3.640389,1.585104,-0.246613
the,the,1.22658729553,8,1.47015,1.825806,0.72795,9,1.465953,2.044768,0.721944,9,1.459533,2.187736,0.721164,9,1.456804,2.243718,0.721432,9,1.455041,2.28075,0.72183,9,1.454189,2.307351,0.722247
little,little,5.09777259827,19,5.350116,1.786976,-0.03883,20,5.350788,2.01276,-0.032008,20,5.342715,2.181551,-0.006185,20,5.341018,2.253242,0.009524,20,5.339552,2.301936,0.021186,20,5.338419,2.335936,0.028585
door,door,3.89354991913,20,4.111098,1.564489,-0.222487,20,4.108802,1.804897,-0.207863,21,4.122283,1.943273,-0.238278,21,4.122147,2.024065,-0.229177,21,4.123688,2.067427,-0.234509,21,4.125087,2.095263,-0.240673
so,so,5.47330284119,18,5.042265,2.130982,0.566493,19,4.990774,2.499625,0.694728,19,4.942756,2.710887,0.767614,20,4.920987,2.821496,0.797431,19,4.903686,2.91473,0.847303,19,4.892346,2.97823,0.882967
she,she,1.79596757889,11,1.583466,1.861157,-0.269825,14,1.627767,2.065337,-0.434288,15,1.654092,2.249576,-0.461311,14,1.667472,2.348808,-0.472688,14,1.675989,2.42016,-0.49457,14,1.682706,2.465718,-0.512512
went,went,2.79006576538,10,3.11018,2.037416,0.176259,10,3.090943,2.228019,0.162682,10,3.087376,2.406609,0.157033,17,3.086824,2.511685,0.162877,17,3.088554,2.578554,0.158394,17,3.089188,2.623425,0.157707
back,back,3.55989599228,21,4.583066,2.593954,0.556538,21,4.468662,2.943316,0.715297,23,4.416742,3.188821,0.782212,23,4.400147,3.308387,0.796702,23,4.391585,3.387225,0.808671,23,4.386085,3.445361,0.821936
to,to,1.41455221176,18,2.720096,2.52529,-0.068664,20,2.705277,3.023333,0.080017,21,2.675152,3.383742,0.194921,21,2.660374,3.536714,0.228327,21,2.655327,3.641218,0.253993,21,2.649794,3.711404,0.266043
the,the,2.11731815338,7,1.533167,2.807573,0.282283,7,1.459678,3.218236,0.194903,8,1.41437,3.583226,0.199484,8,1.398747,3.746777,0.210063,8,1.388005,3.855834,0.214616,8,1.383121,3.926687,0.215283
table,table,5.36787796021,19,4.681319,2.137375,-0.670198,23,4.70643,2.705854,-0.512382,23,4.719814,3.168485,-0.414741,25,4.726238,3.38439,-0.362387,25,4.728784,3.520206,-0.335628,25,4.731139,3.611555,-0.315132
half,half,8.11877632141,19,8.571444,2.322986,0.185611,23,8.409432,2.861066,0.155212,23,8.240433,3.371016,0.202531,25,8.131778,3.667407,0.283017,25,8.053351,3.85699,0.336784,25,7.992206,3.999997,0.388442
hoping,hoping,8.1083984375,19,8.939877,1.191368,-1.13162,19,8.656686,2.184327,-0.676739,23,8.81525,2.627204,-0.743812,23,8.821552,2.957196,-0.710211,25,8.847867,3.140897,-0.716093,25,8.798146,3.331157,-0.66884
she,she,3.8486199379,10,3.328892,1.697831,0.506463,11,3.377985,2.507108,0.322781,11,3.429908,2.900326,0.273122,12,3.425911,3.265749,0.308553,12,3.406769,3.486138,0.345241,13,3.369249,3.694542,0.363385
might,might,4.98580169678,14,4.563085,1.06121,-0.636621,14,4.537003,1.92019,-0.586918,14,4.549244,2.291635,-0.608691,20,4.555675,2.612434,-0.653315,20,4.563397,2.808198,-0.67794,20,4.560694,3.024394,-0.670148
find,find,5.82439994812,16,4.88321,0.969826,-0.091384,22,4.882115,1.820717,-0.099473,22,4.883831,2.1982,-0.093435,22,4.883356,2.524109,-0.088325,22,4.883125,2.719727,-0.088471,26,4.882531,2.934051,-0.090343
another,another,5.3995885849,17,6.542162,1.891223,0.921397,23,6.573177,2.729173,0.908456,23,6.555589,3.028989,0.830789,23,6.547809,3.378287,0.854178,23,6.549619,3.560107,0.84038,27,6.551576,3.769711,0.83566
key,key,9.98302745819,18,9.594053,1.778891,-0.112332,24,9.569871,2.587656,-0.141517,24,9.558723,3.008331,-0.020658,24,9.561597,3.354803,-0.023484,24,9.556694,3.563862,0.003755,24,9.559394,3.764585,-0.005126
on,on,4.9137544632,19,4.58874,1.876271,0.09738,24,4.606422,2.687079,0.099423,24,4.595822,3.042273,0.033942,24,4.596264,3.394676,0.039873,24,4.602221,3.591615,0.027753,24,4.598887,3.820791,0.056206
it,it,2.76383256912,14,3.045591,1.994325,0.118054,15,3.049047,2.7642,0.077121,15,3.044047,3.164301,0.122028,16,3.04514,3.515052,0.120376,17,3.041676,3.714364,0.122749,17,3.041961,3.930312,0.109521
or,or,6.37293386459,20,5.355288,1.728871,-0.265454,26,5.705002,2.726079,-0.038121,26,5.208281,3.012333,-0.151968,26,5.142092,3.426852,-0.0882,26,5.086209,3.687939,-0.026425,30,4.980614,3.942318,0.012006
at,at,5.12534618378,16,6.125907,2.754078,1.02521,15,5.716979,3.587754,0.861675,16,5.948469,4.207086,1.19475,17,5.862209,4.582338,1.15549,17,5.688919,4.727403,1.03946,17,5.71863,4.954798,1.01248
any,any,5.37213993073,19,3.77101,2.294574,-0.459504,19,3.69903,2.915442,-0.672312,19,3.775523,3.477546,-0.72954,19,3.654934,3.894259,-0.688079,25,3.56872,3.899404,-0.827999,25,3.681426,4.147846,-0.806952
rate,rate,3.86499404907,20,0.596562,1.894866,-0.399708,20,0.542882,2.513673,-0.401769,20,0.567387,2.993948,-0.483598,20,0.511149,3.474018,-0.420241,26,0.4807,3.459207,-0.440197,26,0.497312,3.678081,-0.469765
a,a,4.47968578339,15,4.753256,2.408308,0.513442,14,4.698527,3.101854,0.588181,16,4.711425,3.471069,0.477121,15,4.668344,4.021364,0.547346,15,4.649827,4.035422,0.576215,15,4.65783,4.245488,0.567407
book,book,9.088098526,10,7.113259,2.118868,-0.28944,10,7.147023,2.830905,-0.270949,18,7.134794,3.351413,-0.119656,18,7.170304,3.878544,-0.14282,18,7.184665,3.965529,-0.069893,18,7.182844,4.152995,-0.092493
of,of,1.75458192825,10,1.754155,1.452255,-0.666613,10,1.809272,2.107054,-0.723851,18,1.748775,2.798799,-0.552614,18,1.792821,3.275947,-0.602597,18,1.828472,3.361681,-0.603848,18,1.820153,3.565113,-0.587882
rules,UNK,2.18697786331,5,2.714594,2.328101,0.875846,5,2.699465,2.983262,0.876208,5,2.719687,3.672809,0.87401,5,2.726147,4.153971,0.878024,5,2.705207,4.242233,0.880552,5,2.704447,4.445918,0.880805
for,for,4.38041496277,12,6.027693,2.144728,-0.183373,12,5.984499,2.883561,-0.099701,20,5.936937,3.683525,0.010716,20,6.033517,4.047694,-0.106277,20,5.919476,4.165598,-0.076635,20,5.892348,4.435821,-0.010097
shutting,UNK,3.73571586609,5,3.02671,2.793865,0.649137,5,3.043174,3.543125,0.659564,5,3.034027,4.153101,0.469576,5,3.028778,4.542599,0.494905,5,3.000706,4.752087,0.586489,5,3.009309,4.9867,0.550879
people,people,7.58033752441,15,5.534789,1.796908,-0.996957,15,5.521624,2.525522,-1.0176,15,5.555539,3.166121,-0.98698,15,5.541308,3.581997,-0.960602,16,5.559442,3.814995,-0.937092,16,5.561541,4.029588,-0.957112
up,up,7.12719535828,15,7.743182,2.186062,0.389154,15,7.696547,3.085596,0.560074,15,7.780771,3.532154,0.366033,15,7.852407,4.011427,0.42943,17,7.723542,4.153849,0.338854,17,7.761324,4.326475,0.296887
like,like,7.94719028473,16,6.800603,1.22805,-0.958012,16,6.77314,2.094085,-0.991511,16,6.775944,2.593542,-0.938612,16,6.899153,2.861984,-1.14944,17,6.724664,3.196536,-0.957313,17,6.748071,3.355958,-0.970517
telescopes,UNK,5.05007600784,5,3.033114,2.403011,1.17496,5,3.042136,3.273319,1.17923,5,3.057127,3.79123,1.19769,5,3.047987,4.083473,1.22149,5,3.038457,4.454633,1.2581,5,3.036227,4.622494,1.26654
this,this,5.97304916382,17,5.969676,2.332049,-0.070962,17,6.000073,3.121858,-0.151461,17,5.933196,3.707267,-0.083963,17,5.909797,3.996863,-0.08661,17,5.914599,4.3053,-0.149333,17,5.903781,4.475245,-0.147249
time,time,3.35328936577,19,2.923576,1.657214,-0.674835,19,2.914507,2.431573,-0.690285,19,2.913593,3.03487,-0.672397,19,2.922611,3.342757,-0.654106,20,2.915746,3.653452,-0.651848,20,2.908497,3.854631,-0.620614
she,she,1.46306562424,16,5.963606,3.19463,1.53742,16,6.049362,3.995075,1.5635,16,6.16386,4.531459,1.49659,16,6.072895,4.832592,1.48983,16,6.009056,5.110045,1.45659,16,5.989747,5.282886,1.42826
found,found,4.26985311508,11,5.060213,2.565638,-0.628992,11,5.062643,3.308669,-0.686406,11,5.156675,3.94014,-0.591319,11,5.098807,4.276124,-0.556468,20,5.069535,4.482671,-0.627374,20,5.054684,4.675845,-0.607041
a,a,3.5111041069,7,3.021835,3.00478,0.439142,6,3.074335,3.749762,0.441093,7,3.066088,4.381891,0.441751,7,3.054463,4.725132,0.449008,7,3.036267,4.965751,0.48308,7,3.023628,5.163335,0.48749
little,little,1.54515123367,22,1.326638,2.306426,-0.698354,22,1.349719,2.996453,-0.753309,22,1.331098,3.626115,-0.755776,21,1.334425,3.958422,-0.76671,22,1.331053,4.193996,-0.771755,22,1.332619,4.398073,-0.765262
bottle,bottle,6.32569885254,23,6.593024,2.242865,-0.063561,23,6.600021,2.931604,-0.064849,23,6.650491,3.549291,-0.076824,23,6.635233,3.881698,-0.076724,24,6.616649,4.125057,-0.068939,24,6.610863,4.333804,-0.064269
on,on,5.96391201019,23,4.510007,2.259033,0.016168,23,4.50204,2.952071,0.020467,23,4.510629,3.593317,0.044026,23,4.500211,3.920413,0.038715,24,4.495105,4.153659,0.028602,24,4.491718,4.361677,0.027873
it,it,2.49864387512,15,3.273883,2.507632,0.248599,16,3.260484,3.205989,0.253918,16,3.285224,3.837658,0.244341,17,3.277929,4.167094,0.246681,16,3.275614,4.396751,0.243092,15,3.274633,4.606609,0.244932
which,which,7.56777763367,25,8.758226,2.047767,-0.459865,25,8.886711,2.968656,-0.237333,25,8.435279,3.792557,-0.045101,25,8.39528,4.022823,-0.144271,26,8.455177,4.025232,-0.371519,26,7.999622,3.638643,-0.967966
certainly,certainly,7.00382614136,10,7.235688,1.540522,-0.507245,10,7.242553,2.537531,-0.431125,10,7.222743,3.406202,-0.386355,13,7.219158,3.62148,-0.401343,13,7.175257,3.653028,-0.372204,16,7.14521,3.333826,-0.304817
was,was,3.05299901962,16,2.28638,1.554402,0.01388,15,2.31094,2.536929,-0.000602,25,2.354295,3.482007,0.075805,25,2.34238,3.679275,0.057795,26,2.328596,3.655202,0.002174,26,2.244343,3.243858,-0.089968
not,not,3.90688037872,22,4.018449,1.497047,-0.057355,22,4.024624,2.427173,-0.109756,26,4.085396,3.300371,-0.181636,26,4.086716,3.493467,-0.185808,26,4.068519,3.490092,-0.16511,26,4.013524,3.088291,-0.155567
here,here,7.4481215477,22,7.25953,0.998647,-0.4984,22,7.159996,2.155304,-0.271869,27,7.283822,3.089696,-0.210675,27,7.13736,3.434524,-0.058943,27,7.025298,3.550177,0.060085,26,6.8489,3.298928,0.210637
before,before,4.7669172287,16,5.451401,1.834569,0.835922,23,5.522006,2.846767,0.691463,27,5.538041,3.870982,0.781286,27,5.557543,4.160402,0.725878,27,5.544596,4.308108,0.757931,27,5.536609,4.037603,0.738675
said,said,5.62971687317,16,8.06427,2.357809,0.52324,22,6.683087,2.136383,-0.710384,25,5.263729,3.037915,-0.833067,24,5.728218,3.281,-0.879402,24,5.842441,3.347265,-0.960843,23,6.871328,3.721116,-0.316487
alice,alice,1.78108215332,8,1.510766,2.325155,-0.032654,8,1.967088,2.671777,0.535394,7,2.099517,3.43213,0.394215,7,2.065426,3.746534,0.465534,7,1.924625,3.775783,0.428518,7,1.813686,4.083636,0.36252
and,and,1.98864889145,18,3.197501,2.3254,0.000245,18,3.250293,2.975814,0.304037,19,3.596424,3.69461,0.26248,19,3.49388,4.056531,0.309997,18,3.416936,4.190318,0.414535,19,3.189885,4.230306,0.14667
tied,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
round,round,8.75290298462,19,7.853029,1.566692,-0.758708,19,6.996854,2.35027,-0.625544,12,6.873483,2.959526,-0.735084,12,6.924815,3.256518,-0.800013,12,6.823281,3.62561,-0.564708,21,6.800076,3.257336,-0.97297
the,the,2.10839271545,7,2.812922,2.274749,0.708057,7,2.831654,2.674173,0.323903,7,3.103001,3.198367,0.238841,7,2.996696,3.594163,0.337645,7,2.77842,4.02542,0.39981,8,2.35182,3.353231,0.095895
neck,neck,9.28107833862,20,8.784862,1.718359,-0.55639,14,8.737313,1.865508,-0.808665,14,8.756357,2.160837,-1.03753,14,8.754553,2.648874,-0.945289,14,8.735634,3.24456,-0.78086,22,8.715895,2.925454,-0.427777
of,of,2.39018344879,20,1.241426,1.125163,-0.593196,14,1.152038,1.229572,-0.635936,14,1.151449,1.529661,-0.631176,14,1.162899,1.960384,-0.68849,14,1.153077,2.607153,-0.637407,22,1.164134,2.340685,-0.584769
the,the,1.45732116699,6,1.418108,1.736042,0.610879,6,1.415623,1.872753,0.643181,7,1.414017,2.163329,0.633668,6,1.412896,2.597632,0.637248,6,1.415672,3.250139,0.642986,6,1.419272,2.985748,0.645063
bottle,bottle,6.3617067337,16,6.361503,1.545983,-0.190059,15,6.342276,1.722386,-0.150367,16,6.353405,1.996157,-0.167172,16,6.348802,2.451286,-0.146346,16,6.346678,3.097541,-0.152598,24,6.309791,2.794739,-0.191009
was,was,2.33181428909,16,4.772974,1.076506,-0.469477,15,7.273262,2.00054,0.278154,16,6.423941,2.097447,0.10129,16,6.572895,2.493084,0.041798,16,6.911282,3.411761,0.31422,24,7.018393,3.767316,0.972577
a,a,2.38173675537,6,2.984604,2.058257,0.981751,7,3.265026,3.08658,1.08604,7,3.044415,2.992651,0.895204,8,3.071166,3.381217,0.888133,8,3.427279,4.617472,1.20571,7,3.236203,4.581666,0.81435
paper,paper,7.85674905777,12,9.787197,1.413181,-0.645076,19,9.445954,2.085321,-1.00126,19,9.650915,2.364538,-0.628113,19,9.621323,2.73772,-0.643497,19,9.438604,3.585541,-1.03193,25,9.545251,3.760109,-0.821557
label,UNK,1.58580207825,8,4.580737,3.314276,1.90109,11,4.691693,3.919734,1.83441,10,4.392049,4.260174,1.89564,11,4.420041,4.598453,1.86073,11,4.65745,5.246454,1.66091,11,4.643978,5.481015,1.72091
with,with,4.10408782959,13,4.147195,2.319139,-0.995137,20,4.169225,2.948227,-0.971507,16,4.194498,3.333794,-0.92638,20,4.192961,3.640988,-0.957465,20,4.041558,4.132956,-1.1135,26,4.142481,4.502117,-0.978898
the,the,1.04842567444,8,1.783502,2.979499,0.66036,8,1.718021,3.566047,0.61782,8,1.612709,3.949707,0.615913,8,1.613383,4.271719,0.630731,9,1.695873,4.773606,0.64065,9,1.690095,5.06234,0.560223
words,words,5.05733299255,15,4.898019,2.301303,-0.678196,16,4.830658,2.909403,-0.656644,16,4.820286,3.454457,-0.49525,18,4.824844,3.75359,-0.518129,18,4.858574,4.082105,-0.691501,28,4.841538,4.440557,-0.621783
drink,drink,7.6787648201,15,11.168497,0.730456,-1.57085,16,10.950746,1.562056,-1.34735,16,10.40902,2.092511,-1.36195,18,10.210228,2.442056,-1.31153,18,10.349489,2.622298,-1.45981,28,10.473181,3.107643,-1.33291
me,me,6.46557044983,16,5.800377,0.564364,-0.166092,17,6.114637,1.691254,0.129198,16,6.112074,1.93376,-0.158751,16,6.136257,2.342627,-0.099429,17,6.076768,2.510486,-0.111812,22,6.100837,2.941323,-0.16632
beautifully,UNK,2.91190242767,10,2.993742,2.532423,0.400542,10,3.259376,3.151757,0.246741,10,3.01612,3.702621,0.273659,10,3.030507,4.080902,0.264567,10,3.169628,4.274176,0.202979,10,3.006262,4.578559,0.25667
printed,UNK,3.47650766373,7,4.558679,3.643435,1.11101,8,4.435785,4.198166,1.04641,8,4.366908,4.88205,1.17943,7,4.357823,5.301704,1.2208,8,4.332028,5.396322,1.12215,8,4.344433,5.767188,1.18863
on,on,5.3655166626,16,4.667712,2.190141,-1.45329,20,4.630769,2.915337,-1.28283,19,4.622528,3.540309,-1.34174,19,4.624196,3.958628,-1.34308,21,4.609985,4.136965,-1.25936,19,4.619441,4.445279,-1.32191
it,it,2.64772939682,12,3.339753,2.408352,0.218211,15,3.313237,3.074486,0.159149,12,3.305805,3.725878,0.185569,12,3.308128,4.132767,0.174139,13,3.329681,4.297424,0.160459,11,3.307017,4.623687,0.178408
in,in,3.74846363068,17,5.234,2.577591,0.169239,21,5.06973,3.236138,0.161652,20,5.019567,3.895805,0.169927,20,5.00789,4.302348,0.169581,22,4.918805,4.410584,0.11316,20,4.984314,4.814987,0.1913
large,large,7.27847909927,16,6.405467,2.944513,0.366922,20,6.426085,3.64455,0.408412,16,6.439391,4.35068,0.454875,16,6.442088,4.763197,0.460849,19,6.436172,4.964511,0.553927,16,6.456507,5.279911,0.464924
letters,UNK,1.56811666489,11,2.220579,2.215044,-0.729469,10,2.195077,2.955913,-0.688637,11,2.196538,3.64802,-0.70266,11,2.197188,4.049789,-0.713408,11,2.195007,4.280596,-0.683915,11,2.195488,4.557599,-0.722312
it,it,3.11057925224,9,3.382767,0.975489,-1.23955,9,3.378607,0.996443,-1.95947,9,3.376348,1.00707,-2.64095,9,3.375595,1.010224,-3.03956,9,3.375273,1.011864,-3.26873,9,3.375083,1.013135,-3.54446
was,was,1.63888025284,10,1.879372,1.235799,0.26031,10,1.878072,1.255342,0.258899,10,1.877851,1.275162,0.268092,10,1.877889,1.279608,0.269384,10,1.877917,1.282407,0.270543,10,1.877901,1.284278,0.271143
all,all,3.89937829971,8,4.064649,2.449095,1.2133,9,3.989194,2.580534,1.32519,9,3.952459,2.642217,1.36706,10,3.943016,2.672362,1.39275,10,3.937985,2.691133,1.40873,10,3.935052,2.699737,1.41546
very,very,3.13001012802,10,3.467929,1.960072,-0.489023,10,3.484152,2.189569,-0.390965,10,3.483631,2.343905,-0.298312,11,3.475978,2.398034,-0.274328,11,3.471913,2.429623,-0.26151,11,3.468168,2.455874,-0.243863
well,well,6.530585289,12,7.16772,2.079328,0.119256,13,6.989613,2.572836,0.383267,13,6.615851,3.12861,0.784705,13,6.581375,3.261516,0.863482,13,6.545043,3.367833,0.93821,13,6.489061,3.526348,1.07047
to,to,3.65432548523,12,3.108618,3.016876,0.937548,13,3.089805,3.464258,0.891422,13,3.176174,3.981734,0.853124,13,3.131201,4.119357,0.857841,13,3.125443,4.220492,0.852659,13,3.152507,4.350341,0.823993
say,say,3.27096700668,14,3.304166,2.136386,-0.88049,15,3.386216,2.554605,-0.909653,15,3.45614,3.096018,-0.885716,15,3.504168,3.24453,-0.874827,15,3.520492,3.367651,-0.852841,15,3.529313,3.465837,-0.884504
drink,drink,8.6526889801,16,10.802139,1.12588,-1.01051,16,10.615447,1.76529,-0.789315,16,10.472049,2.413948,-0.68207,16,10.298344,2.768371,-0.476159,16,10.161318,3.017891,-0.34976,17,10.078578,3.199566,-0.266271
me,me,4.81925773621,16,5.467789,0.574922,-0.550958,17,5.476409,1.206293,-0.558997,17,5.461226,1.914996,-0.498952,17,5.438134,2.293398,-0.474973,17,5.425308,2.551774,-0.466117,17,5.430087,2.771717,-0.427849
but,but,4.54796743393,16,3.21145,0.772032,0.19711,16,3.481647,1.148065,-0.058228,16,3.482918,1.915133,0.000137,16,3.707531,2.026959,-0.266439,16,3.740249,2.262399,-0.289375,17,3.681782,2.54947,-0.222247
the,the,3.30522060394,7,2.240123,1.322006,0.549974,7,2.271438,1.568806,0.420741,7,2.26345,2.404186,0.489053,7,2.253307,2.527938,0.500979,7,2.246463,2.765234,0.502835,7,2.245116,3.054223,0.504753
wise,UNK,3.21313428879,4,3.007071,1.413833,0.091827,5,2.987356,1.715427,0.146621,5,2.995934,2.483072,0.078886,5,2.981715,2.68007,0.152132,5,2.980397,2.947422,0.182188,5,2.983972,3.230294,0.176071
little,little,4.44317436218,17,5.088009,1.164823,-0.24901,17,5.100121,1.486696,-0.228731,17,5.094989,2.267414,-0.215658,18,5.107992,2.436703,-0.243367,18,5.108711,2.70225,-0.245172,18,5.104513,2.997674,-0.23262
alice,alice,9.52490329742,10,8.036636,1.57624,0.411417,13,7.958827,2.147978,0.661282,14,7.937177,2.921945,0.654531,14,7.908963,3.125924,0.689221,14,7.913824,3.393759,0.691509,14,7.926286,3.658171,0.660497
was,was,1.89100837708,10,2.158519,1.355353,-0.220887,11,2.201904,1.843847,-0.304131,11,2.204265,2.63828,-0.283665,12,2.220902,2.806327,-0.319597,12,2.220199,3.050838,-0.342921,12,2.216355,3.303918,-0.354253
not,not,4.73327207565,13,3.991079,1.497549,0.142196,13,3.957215,1.986372,0.142525,13,3.952566,2.806819,0.168539,16,3.93889,3.016797,0.21047,16,3.939486,3.274333,0.223495,16,3.945283,3.530345,0.226427
going,going,6.16073179245,13,3.895604,1.485443,-0.012106,13,3.885584,2.03114,0.044768,13,3.885695,2.819859,0.01304,16,3.886856,3.032259,0.015462,16,3.889638,3.272168,-0.002165,16,3.890456,3.525516,-0.004829
